PROLIFIC_PID,question_num,ans,intuition,color,damage_lvl,question_type,base_line,diff,full_type
6644cf0a2e641bfd221ac4af,Q322,0,unint,blues,8642,praiseworthy,0,0,praiseworthy_8642
6644cf0a2e641bfd221ac4af,Q245,20,unint,blues,6211,allocation,60,-40,allocation_6211
6644cf0a2e641bfd221ac4af,Q206,1,unint,blues,6211,penalty,0,1,penalty_6211
6644cf0a2e641bfd221ac4af,Q9...103,-1,unint,blues,6211,praiseworthy,0,-1,praiseworthy_6211
6644cf0a2e641bfd221ac4af,Q300,70,unint,blues,4321,allocation,40,30,allocation_4321
6644cf0a2e641bfd221ac4af,Q301,5,unint,blues,4321,penalty,0,5,penalty_4321
6644cf0a2e641bfd221ac4af,Q302,-2,unint,blues,4321,praiseworthy,0,-2,praiseworthy_4321
663ea57212f5d047cf5cb177,Q320,10,unint,blues,8642,allocation,40,-30,allocation_8642
663ea57212f5d047cf5cb177,Q321,0,unint,blues,8642,penalty,0,0,penalty_8642
663ea57212f5d047cf5cb177,Q322,1,unint,blues,8642,praiseworthy,0,1,praiseworthy_8642
663ea57212f5d047cf5cb177,Q245,20,unint,blues,6211,allocation,60,-40,allocation_6211
663ea57212f5d047cf5cb177,Q206,0,unint,blues,6211,penalty,0,0,penalty_6211
663ea57212f5d047cf5cb177,Q9...103,3,unint,blues,6211,praiseworthy,0,3,praiseworthy_6211
663ea57212f5d047cf5cb177,Q300,15,unint,blues,4321,allocation,40,-25,allocation_4321
663ea57212f5d047cf5cb177,Q301,1,unint,blues,4321,penalty,0,1,penalty_4321
663ea57212f5d047cf5cb177,Q302,1,unint,blues,4321,praiseworthy,0,1,praiseworthy_4321
672d64c4790b6e5fc422fc11,Q241,10,unint,rocket,8642,allocation,40,-30,allocation_8642
672d64c4790b6e5fc422fc11,Q233,2,unint,rocket,8642,penalty,0,2,penalty_8642
672d64c4790b6e5fc422fc11,Q213,0,unint,rocket,8642,praiseworthy,0,0,praiseworthy_8642
672d64c4790b6e5fc422fc11,Q310,15,unint,rocket,6211,allocation,60,-45,allocation_6211
672d64c4790b6e5fc422fc11,Q311,3,unint,rocket,6211,penalty,0,3,penalty_6211
672d64c4790b6e5fc422fc11,Q312,0,unint,rocket,6211,praiseworthy,0,0,praiseworthy_6211
672d64c4790b6e5fc422fc11,Q295,30,unint,rocket,4321,allocation,40,-10,allocation_4321
672d64c4790b6e5fc422fc11,Q296,5,unint,rocket,4321,penalty,0,5,penalty_4321
672d64c4790b6e5fc422fc11,Q297,0,unint,rocket,4321,praiseworthy,0,0,praiseworthy_4321
6693c333b5a3205963d6eab1,Q244,25,int,rocket,8642,allocation,40,-15,allocation_8642
6693c333b5a3205963d6eab1,Q160,0,int,rocket,8642,penalty,0,0,penalty_8642
6693c333b5a3205963d6eab1,Q9...63,-1,int,rocket,8642,praiseworthy,0,-1,praiseworthy_8642
6693c333b5a3205963d6eab1,Q315,50,int,rocket,6211,allocation,60,-10,allocation_6211
6693c333b5a3205963d6eab1,Q316,0,int,rocket,6211,penalty,0,0,penalty_6211
6693c333b5a3205963d6eab1,Q317,-1,int,rocket,6211,praiseworthy,0,-1,praiseworthy_6211
6693c333b5a3205963d6eab1,Q290,33,int,rocket,4321,allocation,40,-7,allocation_4321
6693c333b5a3205963d6eab1,Q291,0,int,rocket,4321,penalty,0,0,penalty_4321
6693c333b5a3205963d6eab1,Q292,-1,int,rocket,4321,praiseworthy,0,-1,praiseworthy_4321
66b6e8f6fe51ffa070f68c78,Q244,40,int,rocket,8642,allocation,40,0,allocation_8642
66b6e8f6fe51ffa070f68c78,Q160,3,int,rocket,8642,penalty,0,3,penalty_8642
66b6e8f6fe51ffa070f68c78,Q9...63,-1,int,rocket,8642,praiseworthy,0,-1,praiseworthy_8642
66b6e8f6fe51ffa070f68c78,Q315,50,int,rocket,6211,allocation,60,-10,allocation_6211
66b6e8f6fe51ffa070f68c78,Q316,0,int,rocket,6211,penalty,0,0,penalty_6211
66b6e8f6fe51ffa070f68c78,Q317,2,int,rocket,6211,praiseworthy,0,2,praiseworthy_6211
66b6e8f6fe51ffa070f68c78,Q290,60,int,rocket,4321,allocation,40,20,allocation_4321
66b6e8f6fe51ffa070f68c78,Q291,0,int,rocket,4321,penalty,0,0,penalty_4321
66b6e8f6fe51ffa070f68c78,Q292,3,int,rocket,4321,praiseworthy,0,3,praiseworthy_4321
67ee7da9117dd0baae454be2,Q246,12,int,blues,8642,allocation,40,-28,allocation_8642
67ee7da9117dd0baae454be2,Q215,0,int,blues,8642,penalty,0,0,penalty_8642
67ee7da9117dd0baae454be2,Q9...129,-1,int,blues,8642,praiseworthy,0,-1,praiseworthy_8642
67ee7da9117dd0baae454be2,Q305,70,int,blues,6211,allocation,60,10,allocation_6211
67ee7da9117dd0baae454be2,Q306,0,int,blues,6211,penalty,0,0,penalty_6211
67ee7da9117dd0baae454be2,Q307,2,int,blues,6211,praiseworthy,0,2,praiseworthy_6211
67ee7da9117dd0baae454be2,Q325,50,int,blues,4321,allocation,40,10,allocation_4321
67ee7da9117dd0baae454be2,Q326,0,int,blues,4321,penalty,0,0,penalty_4321
67ee7da9117dd0baae454be2,Q327,1,int,blues,4321,praiseworthy,0,1,praiseworthy_4321
678862b1eccd9d65d8fcfa83,Q246,20,int,blues,8642,allocation,40,-20,allocation_8642
678862b1eccd9d65d8fcfa83,Q215,0,int,blues,8642,penalty,0,0,penalty_8642
678862b1eccd9d65d8fcfa83,Q9...129,3,int,blues,8642,praiseworthy,0,3,praiseworthy_8642
678862b1eccd9d65d8fcfa83,Q305,20,int,blues,6211,allocation,60,-40,allocation_6211
678862b1eccd9d65d8fcfa83,Q306,0,int,blues,6211,penalty,0,0,penalty_6211
678862b1eccd9d65d8fcfa83,Q307,3,int,blues,6211,praiseworthy,0,3,praiseworthy_6211
678862b1eccd9d65d8fcfa83,Q325,20,int,blues,4321,allocation,40,-20,allocation_4321
678862b1eccd9d65d8fcfa83,Q326,0,int,blues,4321,penalty,0,0,penalty_4321
678862b1eccd9d65d8fcfa83,Q327,3,int,blues,4321,praiseworthy,0,3,praiseworthy_4321
664fc6ec0beb5400a141b77b,Q320,80,unint,blues,8642,allocation,40,40,allocation_8642
664fc6ec0beb5400a141b77b,Q321,0,unint,blues,8642,penalty,0,0,penalty_8642
664fc6ec0beb5400a141b77b,Q322,0,unint,blues,8642,praiseworthy,0,0,praiseworthy_8642
664fc6ec0beb5400a141b77b,Q245,60,unint,blues,6211,allocation,60,0,allocation_6211
664fc6ec0beb5400a141b77b,Q206,0,unint,blues,6211,penalty,0,0,penalty_6211
664fc6ec0beb5400a141b77b,Q9...103,0,unint,blues,6211,praiseworthy,0,0,praiseworthy_6211
664fc6ec0beb5400a141b77b,Q300,60,unint,blues,4321,allocation,40,20,allocation_4321
664fc6ec0beb5400a141b77b,Q301,0,unint,blues,4321,penalty,0,0,penalty_4321
664fc6ec0beb5400a141b77b,Q302,0,unint,blues,4321,praiseworthy,0,0,praiseworthy_4321
67f56d1271929adf7a806aef,Q246,25,int,blues,8642,allocation,40,-15,allocation_8642
67f56d1271929adf7a806aef,Q215,2,int,blues,8642,penalty,0,2,penalty_8642
67f56d1271929adf7a806aef,Q9...129,-3,int,blues,8642,praiseworthy,0,-3,praiseworthy_8642
67f56d1271929adf7a806aef,Q305,25,int,blues,6211,allocation,60,-35,allocation_6211
67f56d1271929adf7a806aef,Q306,5,int,blues,6211,penalty,0,5,penalty_6211
67f56d1271929adf7a806aef,Q307,-3,int,blues,6211,praiseworthy,0,-3,praiseworthy_6211
67f56d1271929adf7a806aef,Q325,30,int,blues,4321,allocation,40,-10,allocation_4321
67f56d1271929adf7a806aef,Q326,0,int,blues,4321,penalty,0,0,penalty_4321
67f56d1271929adf7a806aef,Q327,3,int,blues,4321,praiseworthy,0,3,praiseworthy_4321
667480a37068f7b381b534b6,Q244,50,int,rocket,8642,allocation,40,10,allocation_8642
667480a37068f7b381b534b6,Q160,5,int,rocket,8642,penalty,0,5,penalty_8642
667480a37068f7b381b534b6,Q9...63,0,int,rocket,8642,praiseworthy,0,0,praiseworthy_8642
667480a37068f7b381b534b6,Q315,25,int,rocket,6211,allocation,60,-35,allocation_6211
667480a37068f7b381b534b6,Q316,0,int,rocket,6211,penalty,0,0,penalty_6211
667480a37068f7b381b534b6,Q317,2,int,rocket,6211,praiseworthy,0,2,praiseworthy_6211
667480a37068f7b381b534b6,Q290,20,int,rocket,4321,allocation,40,-20,allocation_4321
667480a37068f7b381b534b6,Q291,5,int,rocket,4321,penalty,0,5,penalty_4321
667480a37068f7b381b534b6,Q292,-2,int,rocket,4321,praiseworthy,0,-2,praiseworthy_4321
62b20c0065e9809e66d13fa5,Q241,30,unint,rocket,8642,allocation,40,-10,allocation_8642
62b20c0065e9809e66d13fa5,Q233,2,unint,rocket,8642,penalty,0,2,penalty_8642
62b20c0065e9809e66d13fa5,Q213,0,unint,rocket,8642,praiseworthy,0,0,praiseworthy_8642
62b20c0065e9809e66d13fa5,Q310,40,unint,rocket,6211,allocation,60,-20,allocation_6211
62b20c0065e9809e66d13fa5,Q311,2,unint,rocket,6211,penalty,0,2,penalty_6211
62b20c0065e9809e66d13fa5,Q312,0,unint,rocket,6211,praiseworthy,0,0,praiseworthy_6211
62b20c0065e9809e66d13fa5,Q295,55,unint,rocket,4321,allocation,40,15,allocation_4321
62b20c0065e9809e66d13fa5,Q296,4,unint,rocket,4321,penalty,0,4,penalty_4321
62b20c0065e9809e66d13fa5,Q297,1,unint,rocket,4321,praiseworthy,0,1,praiseworthy_4321
67ae87b0d1835460d0a99abd,Q320,75,unint,blues,8642,allocation,40,35,allocation_8642
67ae87b0d1835460d0a99abd,Q321,3,unint,blues,8642,penalty,0,3,penalty_8642
67ae87b0d1835460d0a99abd,Q322,-1,unint,blues,8642,praiseworthy,0,-1,praiseworthy_8642
67ae87b0d1835460d0a99abd,Q245,50,unint,blues,6211,allocation,60,-10,allocation_6211
67ae87b0d1835460d0a99abd,Q206,2,unint,blues,6211,penalty,0,2,penalty_6211
67ae87b0d1835460d0a99abd,Q9...103,0,unint,blues,6211,praiseworthy,0,0,praiseworthy_6211
67ae87b0d1835460d0a99abd,Q300,10,unint,blues,4321,allocation,40,-30,allocation_4321
67ae87b0d1835460d0a99abd,Q301,3,unint,blues,4321,penalty,0,3,penalty_4321
67ae87b0d1835460d0a99abd,Q302,-1,unint,blues,4321,praiseworthy,0,-1,praiseworthy_4321
67001b28a9974a03b6ffec54,Q320,70,unint,blues,8642,allocation,40,30,allocation_8642
67001b28a9974a03b6ffec54,Q321,0,unint,blues,8642,penalty,0,0,penalty_8642
67001b28a9974a03b6ffec54,Q322,2,unint,blues,8642,praiseworthy,0,2,praiseworthy_8642
67001b28a9974a03b6ffec54,Q245,45,unint,blues,6211,allocation,60,-15,allocation_6211
67001b28a9974a03b6ffec54,Q206,5,unint,blues,6211,penalty,0,5,penalty_6211
67001b28a9974a03b6ffec54,Q9...103,-1,unint,blues,6211,praiseworthy,0,-1,praiseworthy_6211
67001b28a9974a03b6ffec54,Q300,50,unint,blues,4321,allocation,40,10,allocation_4321
67001b28a9974a03b6ffec54,Q301,5,unint,blues,4321,penalty,0,5,penalty_4321
67001b28a9974a03b6ffec54,Q302,-2,unint,blues,4321,praiseworthy,0,-2,praiseworthy_4321
62cbf51439a76e8fccd8a495,Q244,60,int,rocket,8642,allocation,40,20,allocation_8642
62cbf51439a76e8fccd8a495,Q160,0,int,rocket,8642,penalty,0,0,penalty_8642
62cbf51439a76e8fccd8a495,Q9...63,1,int,rocket,8642,praiseworthy,0,1,praiseworthy_8642
62cbf51439a76e8fccd8a495,Q315,70,int,rocket,6211,allocation,60,10,allocation_6211
62cbf51439a76e8fccd8a495,Q316,0,int,rocket,6211,penalty,0,0,penalty_6211
62cbf51439a76e8fccd8a495,Q317,-2,int,rocket,6211,praiseworthy,0,-2,praiseworthy_6211
62cbf51439a76e8fccd8a495,Q290,80,int,rocket,4321,allocation,40,40,allocation_4321
62cbf51439a76e8fccd8a495,Q291,0,int,rocket,4321,penalty,0,0,penalty_4321
62cbf51439a76e8fccd8a495,Q292,0,int,rocket,4321,praiseworthy,0,0,praiseworthy_4321
6779774866fb6dc822448f3a,Q246,70,int,blues,8642,allocation,40,30,allocation_8642
6779774866fb6dc822448f3a,Q215,0,int,blues,8642,penalty,0,0,penalty_8642
6779774866fb6dc822448f3a,Q9...129,0,int,blues,8642,praiseworthy,0,0,praiseworthy_8642
6779774866fb6dc822448f3a,Q305,25,int,blues,6211,allocation,60,-35,allocation_6211
6779774866fb6dc822448f3a,Q306,0,int,blues,6211,penalty,0,0,penalty_6211
6779774866fb6dc822448f3a,Q307,0,int,blues,6211,praiseworthy,0,0,praiseworthy_6211
6779774866fb6dc822448f3a,Q325,15,int,blues,4321,allocation,40,-25,allocation_4321
6779774866fb6dc822448f3a,Q326,0,int,blues,4321,penalty,0,0,penalty_4321
6779774866fb6dc822448f3a,Q327,2,int,blues,4321,praiseworthy,0,2,praiseworthy_4321
661b3299bf19db77d7412b86,Q241,45,unint,rocket,8642,allocation,40,5,allocation_8642
661b3299bf19db77d7412b86,Q233,0,unint,rocket,8642,penalty,0,0,penalty_8642
661b3299bf19db77d7412b86,Q213,0,unint,rocket,8642,praiseworthy,0,0,praiseworthy_8642
661b3299bf19db77d7412b86,Q310,95,unint,rocket,6211,allocation,60,35,allocation_6211
661b3299bf19db77d7412b86,Q311,0,unint,rocket,6211,penalty,0,0,penalty_6211
661b3299bf19db77d7412b86,Q312,0,unint,rocket,6211,praiseworthy,0,0,praiseworthy_6211
661b3299bf19db77d7412b86,Q295,85,unint,rocket,4321,allocation,40,45,allocation_4321
661b3299bf19db77d7412b86,Q296,0,unint,rocket,4321,penalty,0,0,penalty_4321
661b3299bf19db77d7412b86,Q297,0,unint,rocket,4321,praiseworthy,0,0,praiseworthy_4321
67a8337cbee0ce717e3fa248,Q246,25,int,blues,8642,allocation,40,-15,allocation_8642
67a8337cbee0ce717e3fa248,Q215,5,int,blues,8642,penalty,0,5,penalty_8642
67a8337cbee0ce717e3fa248,Q9...129,0,int,blues,8642,praiseworthy,0,0,praiseworthy_8642
67a8337cbee0ce717e3fa248,Q305,25,int,blues,6211,allocation,60,-35,allocation_6211
67a8337cbee0ce717e3fa248,Q306,5,int,blues,6211,penalty,0,5,penalty_6211
67a8337cbee0ce717e3fa248,Q307,1,int,blues,6211,praiseworthy,0,1,praiseworthy_6211
67a8337cbee0ce717e3fa248,Q325,25,int,blues,4321,allocation,40,-15,allocation_4321
67a8337cbee0ce717e3fa248,Q326,5,int,blues,4321,penalty,0,5,penalty_4321
67a8337cbee0ce717e3fa248,Q327,1,int,blues,4321,praiseworthy,0,1,praiseworthy_4321
6157369043ee96a608585bc0,Q320,35,unint,blues,8642,allocation,40,-5,allocation_8642
6157369043ee96a608585bc0,Q321,0,unint,blues,8642,penalty,0,0,penalty_8642
6157369043ee96a608585bc0,Q322,0,unint,blues,8642,praiseworthy,0,0,praiseworthy_8642
6157369043ee96a608585bc0,Q245,25,unint,blues,6211,allocation,60,-35,allocation_6211
6157369043ee96a608585bc0,Q206,5,unint,blues,6211,penalty,0,5,penalty_6211
6157369043ee96a608585bc0,Q9...103,-3,unint,blues,6211,praiseworthy,0,-3,praiseworthy_6211
6157369043ee96a608585bc0,Q300,30,unint,blues,4321,allocation,40,-10,allocation_4321
6157369043ee96a608585bc0,Q301,5,unint,blues,4321,penalty,0,5,penalty_4321
6157369043ee96a608585bc0,Q302,-3,unint,blues,4321,praiseworthy,0,-3,praiseworthy_4321
6785aee21fd7b7e0d5d90a0a,Q244,20,int,rocket,8642,allocation,40,-20,allocation_8642
6785aee21fd7b7e0d5d90a0a,Q160,1,int,rocket,8642,penalty,0,1,penalty_8642
6785aee21fd7b7e0d5d90a0a,Q9...63,1,int,rocket,8642,praiseworthy,0,1,praiseworthy_8642
6785aee21fd7b7e0d5d90a0a,Q315,45,int,rocket,6211,allocation,60,-15,allocation_6211
6785aee21fd7b7e0d5d90a0a,Q316,2,int,rocket,6211,penalty,0,2,penalty_6211
6785aee21fd7b7e0d5d90a0a,Q317,0,int,rocket,6211,praiseworthy,0,0,praiseworthy_6211
6785aee21fd7b7e0d5d90a0a,Q290,40,int,rocket,4321,allocation,40,0,allocation_4321
6785aee21fd7b7e0d5d90a0a,Q291,0,int,rocket,4321,penalty,0,0,penalty_4321
6785aee21fd7b7e0d5d90a0a,Q292,2,int,rocket,4321,praiseworthy,0,2,praiseworthy_4321
660f4cb0715f67ab94e12d15,Q320,40,unint,blues,8642,allocation,40,0,allocation_8642
660f4cb0715f67ab94e12d15,Q321,2,unint,blues,8642,penalty,0,2,penalty_8642
660f4cb0715f67ab94e12d15,Q322,0,unint,blues,8642,praiseworthy,0,0,praiseworthy_8642
660f4cb0715f67ab94e12d15,Q245,15,unint,blues,6211,allocation,60,-45,allocation_6211
660f4cb0715f67ab94e12d15,Q206,0,unint,blues,6211,penalty,0,0,penalty_6211
660f4cb0715f67ab94e12d15,Q9...103,-1,unint,blues,6211,praiseworthy,0,-1,praiseworthy_6211
660f4cb0715f67ab94e12d15,Q300,25,unint,blues,4321,allocation,40,-15,allocation_4321
660f4cb0715f67ab94e12d15,Q301,1,unint,blues,4321,penalty,0,1,penalty_4321
660f4cb0715f67ab94e12d15,Q302,0,unint,blues,4321,praiseworthy,0,0,praiseworthy_4321
672630467151fff619cdcac1,Q241,50,unint,rocket,8642,allocation,40,10,allocation_8642
672630467151fff619cdcac1,Q233,1,unint,rocket,8642,penalty,0,1,penalty_8642
672630467151fff619cdcac1,Q213,-1,unint,rocket,8642,praiseworthy,0,-1,praiseworthy_8642
672630467151fff619cdcac1,Q310,75,unint,rocket,6211,allocation,60,15,allocation_6211
672630467151fff619cdcac1,Q311,0,unint,rocket,6211,penalty,0,0,penalty_6211
672630467151fff619cdcac1,Q312,3,unint,rocket,6211,praiseworthy,0,3,praiseworthy_6211
672630467151fff619cdcac1,Q295,80,unint,rocket,4321,allocation,40,40,allocation_4321
672630467151fff619cdcac1,Q296,0,unint,rocket,4321,penalty,0,0,penalty_4321
672630467151fff619cdcac1,Q297,-1,unint,rocket,4321,praiseworthy,0,-1,praiseworthy_4321
62fe6312269d0e4ae894297b,Q244,70,int,rocket,8642,allocation,40,30,allocation_8642
62fe6312269d0e4ae894297b,Q160,0,int,rocket,8642,penalty,0,0,penalty_8642
62fe6312269d0e4ae894297b,Q9...63,-2,int,rocket,8642,praiseworthy,0,-2,praiseworthy_8642
62fe6312269d0e4ae894297b,Q315,80,int,rocket,6211,allocation,60,20,allocation_6211
62fe6312269d0e4ae894297b,Q316,0,int,rocket,6211,penalty,0,0,penalty_6211
62fe6312269d0e4ae894297b,Q317,2,int,rocket,6211,praiseworthy,0,2,praiseworthy_6211
62fe6312269d0e4ae894297b,Q290,75,int,rocket,4321,allocation,40,35,allocation_4321
62fe6312269d0e4ae894297b,Q291,0,int,rocket,4321,penalty,0,0,penalty_4321
62fe6312269d0e4ae894297b,Q292,-2,int,rocket,4321,praiseworthy,0,-2,praiseworthy_4321
5d37a4aab1e2a50017d13d80,Q244,30,int,rocket,8642,allocation,40,-10,allocation_8642
5d37a4aab1e2a50017d13d80,Q160,5,int,rocket,8642,penalty,0,5,penalty_8642
5d37a4aab1e2a50017d13d80,Q9...63,-1,int,rocket,8642,praiseworthy,0,-1,praiseworthy_8642
5d37a4aab1e2a50017d13d80,Q315,25,int,rocket,6211,allocation,60,-35,allocation_6211
5d37a4aab1e2a50017d13d80,Q316,4,int,rocket,6211,penalty,0,4,penalty_6211
5d37a4aab1e2a50017d13d80,Q317,0,int,rocket,6211,praiseworthy,0,0,praiseworthy_6211
5d37a4aab1e2a50017d13d80,Q290,50,int,rocket,4321,allocation,40,10,allocation_4321
5d37a4aab1e2a50017d13d80,Q291,5,int,rocket,4321,penalty,0,5,penalty_4321
5d37a4aab1e2a50017d13d80,Q292,-1,int,rocket,4321,praiseworthy,0,-1,praiseworthy_4321
56b1813e390ebc000c5c08f0,Q241,30,unint,rocket,8642,allocation,40,-10,allocation_8642
56b1813e390ebc000c5c08f0,Q233,1,unint,rocket,8642,penalty,0,1,penalty_8642
56b1813e390ebc000c5c08f0,Q213,-1,unint,rocket,8642,praiseworthy,0,-1,praiseworthy_8642
56b1813e390ebc000c5c08f0,Q310,85,unint,rocket,6211,allocation,60,25,allocation_6211
56b1813e390ebc000c5c08f0,Q311,0,unint,rocket,6211,penalty,0,0,penalty_6211
56b1813e390ebc000c5c08f0,Q312,3,unint,rocket,6211,praiseworthy,0,3,praiseworthy_6211
56b1813e390ebc000c5c08f0,Q295,30,unint,rocket,4321,allocation,40,-10,allocation_4321
56b1813e390ebc000c5c08f0,Q296,2,unint,rocket,4321,penalty,0,2,penalty_4321
56b1813e390ebc000c5c08f0,Q297,-1,unint,rocket,4321,praiseworthy,0,-1,praiseworthy_4321
66463ff40a36377060b19272,Q241,35,unint,rocket,8642,allocation,40,-5,allocation_8642
66463ff40a36377060b19272,Q233,0,unint,rocket,8642,penalty,0,0,penalty_8642
66463ff40a36377060b19272,Q213,3,unint,rocket,8642,praiseworthy,0,3,praiseworthy_8642
66463ff40a36377060b19272,Q310,50,unint,rocket,6211,allocation,60,-10,allocation_6211
66463ff40a36377060b19272,Q311,0,unint,rocket,6211,penalty,0,0,penalty_6211
66463ff40a36377060b19272,Q312,3,unint,rocket,6211,praiseworthy,0,3,praiseworthy_6211
66463ff40a36377060b19272,Q295,60,unint,rocket,4321,allocation,40,20,allocation_4321
66463ff40a36377060b19272,Q296,0,unint,rocket,4321,penalty,0,0,penalty_4321
66463ff40a36377060b19272,Q297,3,unint,rocket,4321,praiseworthy,0,3,praiseworthy_4321
67f92d9351013d13eb5100aa,Q320,80,unint,blues,8642,allocation,40,40,allocation_8642
67f92d9351013d13eb5100aa,Q321,0,unint,blues,8642,penalty,0,0,penalty_8642
67f92d9351013d13eb5100aa,Q322,2,unint,blues,8642,praiseworthy,0,2,praiseworthy_8642
67f92d9351013d13eb5100aa,Q245,65,unint,blues,6211,allocation,60,5,allocation_6211
67f92d9351013d13eb5100aa,Q206,1,unint,blues,6211,penalty,0,1,penalty_6211
67f92d9351013d13eb5100aa,Q9...103,2,unint,blues,6211,praiseworthy,0,2,praiseworthy_6211
67f92d9351013d13eb5100aa,Q300,20,unint,blues,4321,allocation,40,-20,allocation_4321
67f92d9351013d13eb5100aa,Q301,1,unint,blues,4321,penalty,0,1,penalty_4321
67f92d9351013d13eb5100aa,Q302,1,unint,blues,4321,praiseworthy,0,1,praiseworthy_4321
67f7d4281969e578239dfbbb,Q246,50,int,blues,8642,allocation,40,10,allocation_8642
67f7d4281969e578239dfbbb,Q215,1,int,blues,8642,penalty,0,1,penalty_8642
67f7d4281969e578239dfbbb,Q9...129,0,int,blues,8642,praiseworthy,0,0,praiseworthy_8642
67f7d4281969e578239dfbbb,Q305,10,int,blues,6211,allocation,60,-50,allocation_6211
67f7d4281969e578239dfbbb,Q306,4,int,blues,6211,penalty,0,4,penalty_6211
67f7d4281969e578239dfbbb,Q307,0,int,blues,6211,praiseworthy,0,0,praiseworthy_6211
67f7d4281969e578239dfbbb,Q325,20,int,blues,4321,allocation,40,-20,allocation_4321
67f7d4281969e578239dfbbb,Q326,2,int,blues,4321,penalty,0,2,penalty_4321
67f7d4281969e578239dfbbb,Q327,0,int,blues,4321,praiseworthy,0,0,praiseworthy_4321
67f7ad86a00a3d4a44eda0db,Q320,25,unint,blues,8642,allocation,40,-15,allocation_8642
67f7ad86a00a3d4a44eda0db,Q321,5,unint,blues,8642,penalty,0,5,penalty_8642
67f7ad86a00a3d4a44eda0db,Q322,-3,unint,blues,8642,praiseworthy,0,-3,praiseworthy_8642
67f7ad86a00a3d4a44eda0db,Q245,25,unint,blues,6211,allocation,60,-35,allocation_6211
67f7ad86a00a3d4a44eda0db,Q206,5,unint,blues,6211,penalty,0,5,penalty_6211
