StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q189,Q191,Q190,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,Q241,Q233,Q213,Q197_First Click,Q197_Last Click,Q197_Page Submit,Q197_Click Count,Q242,Q213,Q201,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,Q263,Q216,Q206,Q133_First Click,Q133_Last Click,Q133_Page Submit,Q133_Click Count,Q244,Q160,Q9,Q134_First Click,Q134_Last Click,Q134_Page Submit,Q134_Click Count,Q245,Q206,Q9,Q135_First Click,Q135_Last Click,Q135_Page Submit,Q135_Click Count,Q246,Q215,Q9,Q136_First Click,Q136_Last Click,Q136_Page Submit,Q136_Click Count,Q247,Q212,Q9,Q137_First Click,Q137_Last Click,Q137_Page Submit,Q137_Click Count,Q248,Q218,Q9,Q138_First Click,Q138_Last Click,Q138_Page Submit,Q138_Click Count,Q249,Q219,Q9,Q139_First Click,Q139_Last Click,Q139_Page Submit,Q139_Click Count,Q250,Q217,Q9,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,Q251,Q222,Q9,Q141_First Click,Q141_Last Click,Q141_Page Submit,Q141_Click Count,Q252,Q220,Q9,Q142_First Click,Q142_Last Click,Q142_Page Submit,Q142_Click Count,Q253,Q221,Q240,Q143_First Click,Q143_Last Click,Q143_Page Submit,Q143_Click Count,Q254,Q224,Q9,Q144_First Click,Q144_Last Click,Q144_Page Submit,Q144_Click Count,Q255,Q225,Q9,Q145_First Click,Q145_Last Click,Q145_Page Submit,Q145_Click Count,Q256,Q223,Q9,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q257,Q226,Q9,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q258,Q228,Q9,Q148_First Click,Q148_Last Click,Q148_Page Submit,Q148_Click Count,Q259,Q230,Q9,Q149_First Click,Q149_Last Click,Q149_Page Submit,Q149_Click Count,Q260,Q227,Q9,Q150_First Click,Q150_Last Click,Q150_Page Submit,Q150_Click Count,Q261,Q229,Q9,Q151_First Click,Q151_Last Click,Q151_Page Submit,Q151_Click Count,Q262,Q232,Q9,Q234,Q235,Q236,Q237,SubjNumTest_1,SubjNumTest_2,Q239_1,MoralDes_Intuition_1,MoralDes_Intuition_2,MoralDes_Intuition_3,MoralDes_Delib_1,MoralDes_Delib_2,MoralDes_Delib_3,MoralDes_Integration_1,MoralDes_Integration_2,MoralDes_Integration_3,MoralDes_Rules_1,MoralDes_Rules_2,MoralDes_Rules_3,MoralDes_Rules_1,MoralDes_Rules_2,MoralDes_Rules_3,Q19,Q19_3_TEXT,Q20,Q21,Q24,Q26,Q168,Q28,Q28_8_TEXT,Q30,Q32,Q33,Q34,Q35,Q192,PROLIFIC_PID,PageCount,blockOrder,blockName
2025-04-03 08:46:43,2025-04-03 09:03:30,IP Address,160.94.131.221,100,1006,True,2025-04-03 09:03:30,R_1egS1gitsOT7RCh,,,,,45.1977,-93.3872,anonymous,EN,Desktop or laptop,Yes,English,4.624,10.642,11.549,4,25,no penalty,A Little Praiseworthy,3.82,11.155,13.863,4,0,no penalty,Neither,5.635,13.255,14.745,4,5,5% penalty,Moderately Praiseworthy,3.864,11.249,13.757,4,25,no penalty,Very Praiseworthy,5.36,19.915,20.755,5,25,no penalty,Moderately Praiseworthy,4.307,13.294,14.5,4,25,no penalty,A Little Blameworthy,4.807,16.293,17.049,4,75,no penalty,Very Praiseworthy,11.847,44.907,45.948,7,5,no penalty,A Little Praiseworthy,22.468,32.188,34.145,4,50,5% penalty,Moderately Blameworthy,7.056,58.254,59.095,5,5,no penalty,A Little Praiseworthy,4.433,14.253,19.044,4,25,no penalty,Moderately Praiseworthy,4.086,23.976,24.816,4,30,no penalty,Very Praiseworthy,3.365,22.288,24.228,4,20,1% penalty,A Little Blameworthy,6.483,24.655,29.797,4,20,3% penalty,Moderately Blameworthy,4.927,14.746,17.501,4,25,1% penalty,A Little Blameworthy,6.043,16.012,17.286,5,60,no penalty,Very Praiseworthy,4.094,16.348,18.088,4,50,no penalty,Very Praiseworthy,5.243,19.246,20.838,7,20,no penalty,A Little Praiseworthy,4.321,23.992,26.167,6,40,1% penalty,Very Blameworthy,6.093,17.329,19.27,4,40,no penalty,Very Praiseworthy,5.986,25.693,27.617,4,30,2% penalty,Moderately Blameworthy,7.842,24.947,26.101,4,20,no penalty,Moderately Praiseworthy,Somewhat Difficult,Slightly confident,"I tried to take into account what other provinces did, as well as the amount of damage. If everyone else voted yes but A voted no and got a lot of damage, they were a bit more blameworthy. That being said, I don't think aid should be withheld too much, or A penalized too harshly, as it seems storms are unpredictable. ",No,Very good,Very good,Very often,Somewhat,Somewhat,Slightly,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,Slightly,Slightly,Somewhat,Somewhat,Somewhat,Very much,Female,,Left-handed,White,44,Extremely Liberal,Extremely Liberal,None,,Not at all religious,Never married and not currently engaged,Master's degree,Employed for wages full-time,"$40,001 - $60,000","No, it was all good. ",55b6a2e5fdf99b350d57360e,23,"Start, ALLOC6, ALLOC8, ALLOC12, ALLOC7, ALLOC10, ALLOC10, Attention Check 1, ALLOC18, ALLOC19, ALLOC13, ALLOC20, ALLOC1, ALLOC15, ALLOC5, ALLOC14, Attention Check 2, ALLOC9, ALLOC2, ALLOC4, ALLOC11, ALLOC16, ALLOC17",ALLOC17
2025-04-03 08:48:32,2025-04-03 09:05:31,IP Address,38.40.8.194,100,1019,True,2025-04-03 09:05:32,R_5ssAHXvi0TWB6AF,,,,,32.1977,-83.1776,anonymous,EN,Desktop or laptop,Yes,English,8.81,20.399,21.68,6,25,no penalty,Neither,5.499,16.659,18.188,7,0,no penalty,Neither,3.339,7.742,9.118,4,25,5% penalty,A Little Blameworthy,6.593,16.388,17.684,7,25,no penalty,Very Praiseworthy,2.378,7.068,7.994,4,25,no penalty,Neither,5.478,24.807,26.908,7,25,5% penalty,Very Blameworthy,4.605,10.304,11.518,4,75,no penalty,A Little Praiseworthy,7.144,23.934,25.388,7,2,no penalty,Moderately Praiseworthy,5.125,14.586,16.016,6,60,5% penalty,A Little Blameworthy,3.775,8.543,9.584,5,0,no penalty,Neither,5.56,11.834,17.656,5,25,no penalty,Neither,5.618,14.892,15.855,6,25,no penalty,Moderately Praiseworthy,3.627,7.65,9.035,4,25,1% penalty,Neither,4.837,14.831,16.491,6,25,5% penalty,Moderately Blameworthy,2.821,7.477,8.388,4,25,3% penalty,Neither,5.884,11.232,12.306,4,30,no penalty,Neither,4.371,13.18,14.541,6,25,no penalty,Neither,2.851,8.413,9.47,5,25,no penalty,Neither,2.876,7.205,8.185,4,35,5% penalty,Moderately Blameworthy,19.232,65.375,66.388,9,75,no penalty,Very Praiseworthy,4.876,17.151,18.895,6,28,5% penalty,Moderately Blameworthy,2.477,13.095,14.494,5,20,no penalty,A Little Praiseworthy,Very Easy,Highly Confident,I wanted to make sure the funds were fairly distributed depending on the amount of damage received.  I then decided the penalty based on if they declared a state of emergency and how much damage they received.,No,Very good,Extremely good,Always,Very much,Slightly,Somewhat,Completely,Completely,Completely,Completely,Completely,Completely,Completely,Completely,Very much,Completely,Very much,Completely,Female,,Right-handed,White,35,Slightly Conservative,Slightly Conservative,Christianity/Catholic,,Slightly religious,Married,"Some college, but no college degree",Self-employed,"$60,001 - $80,000",no,63e548d24319702eba4fc949,23,"Start, ALLOC18, ALLOC4, ALLOC6, ALLOC2, ALLOC12, ALLOC10, Attention Check 1, ALLOC19, ALLOC1, ALLOC15, ALLOC7, ALLOC9, ALLOC14, ALLOC5, ALLOC8, Attention Check 2, ALLOC11, ALLOC13, ALLOC17, ALLOC16, ALLOC16, ALLOC20",ALLOC20
2025-04-03 08:57:20,2025-04-03 09:09:02,IP Address,149.31.137.67,100,701,True,2025-04-03 09:09:02,R_6r7V3DhqF13HpUi,,,,,40.7359,-73.9904,anonymous,EN,Desktop or laptop,Yes,English,10.375,36.271,37.973,6,2,2% penalty,A Little Blameworthy,3.172,14.429,15.471,6,0,no penalty,Neither,3.037,8.574,9.507,4,5,5% penalty,Moderately Praiseworthy,2.754,8.613,10.137,4,25,no penalty,Moderately Praiseworthy,3.329,12.235,13.437,5,25,no penalty,Moderately Praiseworthy,4.032,13.255,15.757,4,65,no penalty,Moderately Blameworthy,2.797,14.197,14.763,6,60,no penalty,Moderately Praiseworthy,2.986,8.656,9.98,3,5,3% penalty,Moderately Blameworthy,3.376,19.527,20.73,4,60,no penalty,Moderately Blameworthy,5.677,13.496,14.503,6,5,no penalty,Moderately Praiseworthy,4.494,12.396,13.776,4,5,3% penalty,A Little Blameworthy,4.523,20.758,21.898,8,25,no penalty,Very Praiseworthy,6.551,18.682,19.754,5,5,no penalty,A Little Praiseworthy,3.933,11.147,12.243,4,35,no penalty,Moderately Blameworthy,4.257,13.107,14.265,4,30,no penalty,Moderately Blameworthy,4.217,12.011,13.57,5,25,no penalty,Moderately Praiseworthy,3.46,9.29,11.173,4,35,no penalty,Moderately Praiseworthy,28.56,34.221,35.329,4,10,3% penalty,Moderately Blameworthy,4.597,13.069,14.868,5,40,no penalty,Moderately Blameworthy,5.04,10.894,11.882,5,25,no penalty,Moderately Praiseworthy,5.215,11.147,12.599,4,40,no penalty,Moderately Blameworthy,6.185,11.597,14.131,4,35,no penalty,A Little Praiseworthy,Somewhat Difficult,Not at all confident,I considered how much damage was done and what percentage of overall damage was done to A,No,Somewhat good,Somewhat good,Sometimes,Very much,Somewhat,Somewhat,Somewhat,Somewhat,Very much,Very much,Somewhat,Somewhat,Slightly,Slightly,Somewhat,Very much,Somewhat,Somewhat,Female,,Right-handed,White,22,Extremely Liberal,Extremely Liberal,None,,Not at all religious,Single,Bachelor's degree,Employed for wages full-time,"$20,001 - $40,000",None,678f1df528b89f7aa06b930e,23,"Start, ALLOC1, ALLOC11, ALLOC4, ALLOC9, ALLOC10, ALLOC17, Attention Check 1, ALLOC18, ALLOC12, ALLOC14, ALLOC13, ALLOC13, ALLOC15, ALLOC6, ALLOC5, Attention Check 2, ALLOC8, ALLOC20, ALLOC2, ALLOC19, ALLOC16, ALLOC7",ALLOC7
2025-04-03 08:54:43,2025-04-03 09:13:06,IP Address,155.190.8.6,100,1103,True,2025-04-03 09:13:07,R_6DLBIwtcvbWvqHb,,,,,32.7797,-96.8022,anonymous,EN,Desktop or laptop,Yes,English,16.064,29.831,31.244,6,5,2% penalty,Neither,9.549,25.23,26.598,7,0,no penalty,Neither,4.159,14.958,16.072,6,5,5% penalty,Moderately Praiseworthy,4.609,14.816,16.196,6,25,no penalty,Neither,8.291,19.708,20.795,6,5,no penalty,Neither,25.669,43.26,46.182,8,25,no penalty,Neither,3.414,15.869,17.002,6,25,no penalty,Neither,6.797,17.836,18.722,6,3,1% penalty,Neither,4.983,16.159,17.743,6,15,1% penalty,Neither,5.407,16.055,17.473,6,3,no penalty,Neither,4.187,13.023,14.498,6,5,no penalty,Neither,21.457,32.246,33.388,6,25,no penalty,Neither,8.368,31.102,33.151,7,7,no penalty,Neither,3.279,12.415,13.345,6,25,no penalty,Neither,8.004,19.941,21.395,6,7,no penalty,Neither,3.962,14.355,16.039,6,7,1% penalty,Neither,16.3,42.79,43.819,9,10,1% penalty,Neither,4.025,14.889,16.26,6,3,no penalty,Neither,7.681,18.433,19.725,6,25,no penalty,Neither,4.221,14.696,16.673,6,25,no penalty,Neither,3.896,13.578,15.189,6,25,no penalty,Neither,5.48,21.687,23.086,8,7,no penalty,Neither,Somewhat Difficult,Slightly confident,I felt like if I praised the citizens for the decision then it would create competition among the provinces and cause major civil unrest. It was hard to penalize for something that they can't control. The weather can look angry but calm down before it actually hits. I tried to keep things even regardless.,No,Somewhat good,Somewhat good,Very often,Somewhat,Slightly,Somewhat,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Female,,Right-handed,American Indian and Alaskan Native,42,Moderate,Moderate,Christianity/Non-Catholic,,Somewhat religious,Divorced,Master's degree,Employed for wages full-time,"$100,001 - $150,000",No.,6108bcb974a08a10c085bb5f,23,"Start, ALLOC4, ALLOC15, ALLOC15, ALLOC1, ALLOC11, ALLOC7, Attention Check 1, ALLOC20, ALLOC13, ALLOC2, ALLOC18, ALLOC14, ALLOC17, ALLOC10, ALLOC5, Attention Check 2, ALLOC8, ALLOC6, ALLOC16, ALLOC19, ALLOC12, ALLOC9",ALLOC9
2025-04-03 08:47:40,2025-04-03 09:13:22,IP Address,98.96.47.236,100,1541,True,2025-04-03 09:13:23,R_1hlKsWqrw6mr9ro,,,,,30.0043,-95.1747,anonymous,EN,Desktop or laptop,Yes,English,3.406,12.302,13.663,5,25,no penalty,A Little Praiseworthy,3.099,15.744,16.72,7,25,1% penalty,Neither,6.728,11.792,13.382,4,25,5% penalty,Moderately Blameworthy,27.957,61.901,63.633,7,25,no penalty,Very Praiseworthy,2.525,45.527,46.741,7,10,1% penalty,A Little Blameworthy,158.079,200.949,201.804,6,25,5% penalty,Moderately Blameworthy,4.056,15.332,16.467,4,75,no penalty,Very Praiseworthy,2.524,24.506,25.329,8,10,1% penalty,A Little Blameworthy,5.972,73.1,77.385,14,50,1% penalty,A Little Blameworthy,4.619,24.867,25.537,6,5,no penalty,Neither,4.061,15.691,17.426,5,25,no penalty,Very Praiseworthy,6.862,19.928,20.587,9,25,no penalty,Very Praiseworthy,8.847,31.555,32.744,7,25,5% penalty,Very Blameworthy,2.244,9.335,10.35,5,25,5% penalty,Very Blameworthy,3.233,24.715,26.341,4,20,2% penalty,A Little Blameworthy,5.46,31.366,32.321,5,65,no penalty,Very Praiseworthy,5.104,27.75,29.062,7,60,no penalty,A Little Praiseworthy,3.265,15.543,16.202,5,10,no penalty,Neither,6.439,18.579,19.345,5,45,5% penalty,Very Blameworthy,17.16,49.29,50.174,7,35,no penalty,Very Praiseworthy,4.026,32.973,33.939,4,33,5% penalty,Moderately Blameworthy,4.396,29.117,29.922,4,22,no penalty,A Little Praiseworthy,Somewhat Difficult,Slightly confident,"My first thought was to access the damages caused by the event. Regardless of if they declared a state of emergency or not, I would distribute funds as equally as possible in relation to the damage. As far as penalty goes I was gauging it off if they declared a state of emergency as well as whether or not the other cities also declared one.",No,Very good,Extremely good,Always,Very much,Somewhat,Completely,Very much,Completely,Completely,Completely,Completely,Very much,Slightly,Somewhat,Slightly,Completely,Very much,Completely,Male,,Left-handed,Asian,27,Slightly Conservative,Moderate,Christianity/Non-Catholic,,Slightly religious,Engaged,Bachelor's degree,Employed for wages full-time,"$40,001 - $60,000",None at all,668578d0988bd4b0ac5fc373,23,"Start, ALLOC2, ALLOC7, ALLOC11, ALLOC14, ALLOC9, ALLOC5, Attention Check 1, ALLOC1, ALLOC19, ALLOC10, ALLOC20, ALLOC15, ALLOC6, ALLOC17, ALLOC4, Attention Check 2, ALLOC8, ALLOC18, ALLOC18, ALLOC16, ALLOC13, ALLOC12",ALLOC12
2025-04-03 08:49:48,2025-04-03 09:16:40,IP Address,86.109.85.14,100,1612,True,2025-04-03 09:16:41,R_1haAA8lUyTxilgZ,,,,,47.4919,19.05,anonymous,EN,Desktop or laptop,Yes,English,9.142,18.898,20.529,5,2o,2% penalty,A Little Praiseworthy,8.593,18.146,20.02,6,13,3% penalty,A Little Praiseworthy,42.759,52.413,54.08,5,20,3% penalty,A Little Praiseworthy,23.548,122.384,124.13,8,15,3% penalty,A Little Blameworthy,14.08,22.954,24.369,5,23,1% penalty,Moderately Praiseworthy,3.062,22.116,23.925,8,15,3% penalty,A Little Praiseworthy,9.06,19.169,22.42,6,14,3% penalty,A Little Praiseworthy,15.005,36.881,38.396,11,2,2% penalty,Moderately Praiseworthy,2.712,15.278,17.467,5,15,2% penalty,A Little Praiseworthy,10.109,64.606,66.131,9,10,3% penalty,A Little Blameworthy,1.832,14.083,16.122,7,22,3% penalty,A Little Praiseworthy,4.189,11.599,13.304,5,13,2% penalty,A Little Praiseworthy,7.919,17.434,18.794,4,10,1% penalty,Very Praiseworthy,10.309,101.464,103.854,14,27,5% penalty,Neither,5.139,22.287,23.766,6,23,2% penalty,A Little Praiseworthy,40.56,48.871,50.256,5,17,2% penalty,Moderately Praiseworthy,5.03,14.373,17.171,6,13,3% penalty,A Little Blameworthy,4.218,14.931,16.555,7,15,5% penalty,Neither,2.47,14.525,17.264,8,15,3% penalty,Neither,10.058,19.567,21.054,5,12,2% penalty,A Little Blameworthy,4.21,13.078,15.185,5,25,3% penalty,A Little Praiseworthy,5.706,18.158,19.566,5,15,1% penalty,A Little Praiseworthy,Somewhat Easy,Highly Confident,the geographical factor,Yes,Somewhat good,Very good,Always,Very much,Very much,Somewhat,Very much,Very much,Somewhat,Very much,Somewhat,Somewhat,Somewhat,Very much,Somewhat,Somewhat,Very much,Very much,Female,,Right-handed,White,36,Extremely Conservative,Moderate,Christianity/Catholic,,Extremely religious,Married,Master's degree,Employed for wages part-time,"$0 - $20,000",no,67d34b9dd1bec3ec30caf1b5,23,"Start, ALLOC12, ALLOC8, ALLOC20, ALLOC19, ALLOC14, ALLOC14, Attention Check 1, ALLOC4, ALLOC5, ALLOC7, ALLOC6, ALLOC18, ALLOC15, ALLOC2, ALLOC1, Attention Check 2, ALLOC16, ALLOC17, ALLOC13, ALLOC9, ALLOC10, ALLOC11",ALLOC11
2025-04-03 09:00:44,2025-04-03 09:18:21,IP Address,35.150.183.176,100,1056,True,2025-04-03 09:18:21,R_7m37Pa3L5N64DSQ,,,,,42.9934,-84.1595,anonymous,EN,Desktop or laptop,Yes,English,9.438,15.655,17.426,4,25,no penalty,Moderately Praiseworthy,5.009,24.48,26.151,7,0,no penalty,Neither,5.016,15.819,17.639,4,5,5% penalty,Moderately Praiseworthy,11.032,18.617,19.503,5,25,no penalty,Moderately Praiseworthy,4.58,14.782,15.97,4,25,1% penalty,A Little Blameworthy,5.265,12.566,14.387,4,25,5% penalty,Very Blameworthy,3.942,11.01,11.864,4,90,no penalty,A Little Praiseworthy,5.828,21.467,23.038,5,5,no penalty,Moderately Praiseworthy,6.108,14.762,17.716,3,75,5% penalty,Very Blameworthy,9.956,22.494,23.747,4,5,3% penalty,A Little Blameworthy,4.916,45.829,47.533,7,25,no penalty,Moderately Praiseworthy,7.734,16.253,19.057,3,50,no penalty,Very Praiseworthy,8.403,18.806,19.994,4,25,4% penalty,A Little Blameworthy,6.408,16.895,18.666,4,10,5% penalty,Very Blameworthy,8.752,15.889,17.143,4,20,4% penalty,Moderately Blameworthy,6.832,17.187,18.241,5,50,no penalty,Moderately Praiseworthy,45.367,81.09,83.529,7,90,3% penalty,A Little Blameworthy,7.326,21.799,22.885,5,20,no penalty,Moderately Praiseworthy,6.209,19.079,21.133,3,60,5% penalty,Very Blameworthy,6.876,21.479,22.317,4,75,no penalty,Moderately Praiseworthy,4.772,23.368,25.955,3,15,5% penalty,Very Blameworthy,7.401,17.002,19.073,4,25,no penalty,A Little Praiseworthy,Somewhat Easy,Highly Confident,"First of all, I think every one should get some allocation, even if they didn't vote yes. However, I tried to give more to places that voted yes especially when they had more damage. If only one place voted no and had significantly more damage, I still gave them some, but a lot less than I would have.",No,Somewhat good,Very good,Very often,Slightly,Slightly,Somewhat,Very much,Very much,Very much,Very much,Very much,Very much,Slightly,Slightly,Slightly,Very much,Very much,Very much,Female,,Right-handed,White,33,Extremely Liberal,Extremely Liberal,None,,Not at all religious,Married,Bachelor's degree,Employed for wages part-time,"$40,001 - $60,000",nope,5fa62963d5f64b209953d321,23,"Start, ALLOC15, ALLOC9, ALLOC17, ALLOC20, ALLOC11, ALLOC11, Attention Check 1, ALLOC6, ALLOC16, ALLOC12, ALLOC4, ALLOC1, ALLOC5, ALLOC14, ALLOC7, Attention Check 2, ALLOC8, ALLOC18, ALLOC2, ALLOC19, ALLOC13, ALLOC10",ALLOC10
2025-04-03 09:06:27,2025-04-03 09:19:09,IP Address,173.18.100.253,100,762,True,2025-04-03 09:19:09,R_5jZZRrXdLRc2iGF,,,,,38.7746,-75.1393,anonymous,EN,Desktop or laptop,Yes,English,6.135,12.375,13.659,4,10,no penalty,Moderately Praiseworthy,5.023,14.103,15.843,4,0,no penalty,Neither,6.231,16.422,17.881,4,5,5% penalty,Moderately Praiseworthy,12.487,20.877,22.377,4,25,no penalty,Moderately Praiseworthy,5.958,16.567,19.418,4,15,1% penalty,A Little Blameworthy,3.613,10.037,12.138,4,25,4% penalty,Moderately Blameworthy,3.595,9.498,10.998,4,30,no penalty,Very Praiseworthy,4.04,11.415,12.3,4,5,no penalty,Moderately Praiseworthy,3.719,10.35,12.026,4,25,2% penalty,Moderately Blameworthy,4.636,12.103,13.303,4,5,no penalty,Neither,5.273,11.953,12.917,4,15,no penalty,Moderately Praiseworthy,4.94,12.389,14.033,4,25,no penalty,Very Praiseworthy,9.1,16.314,17.614,4,10,1% penalty,Neither,6.815,14.192,15.706,4,15,2% penalty,Moderately Blameworthy,6.128,13.208,14.868,4,20,1% penalty,A Little Blameworthy,5.541,11.901,13.68,4,20,no penalty,Moderately Praiseworthy,3.107,9.171,10.88,4,40,no penalty,Moderately Praiseworthy,6.94,14.906,16.095,4,15,no penalty,Moderately Praiseworthy,5.37,12.36,14.164,4,25,3% penalty,Moderately Blameworthy,25.864,46.424,49.853,5,45,no penalty,Very Praiseworthy,4.003,11.422,13.451,4,30,3% penalty,Moderately Blameworthy,6.269,13.717,14.937,4,20,no penalty,Moderately Praiseworthy,Somewhat Difficult,Fairly confident,"if the citizens had elected to enact safety measures, how extreme the damage was to them in comparison to how extreme the damage was to the other areas of the country",No,Slightly good,Very good,Very often,Slightly,Slightly,Slightly,Completely,Completely,Completely,Somewhat,Somewhat,Very much,Somewhat,Somewhat,Somewhat,Very much,Completely,Very much,Female,,Right-handed,White,69,Somewhat Liberal,Somewhat Liberal,Christianity/Catholic,,Slightly religious,Married,Master's degree,Employed for wages full-time,"$100,001 - $150,000",on one screen the exact question was repeated,62348c41368404b2ade8312b,23,"Start, ALLOC18, ALLOC2, ALLOC16, ALLOC1, ALLOC6, ALLOC11, Attention Check 1, ALLOC14, ALLOC14, ALLOC9, ALLOC8, ALLOC20, ALLOC12, ALLOC5, ALLOC17, Attention Check 2, ALLOC13, ALLOC15, ALLOC10, ALLOC7, ALLOC19, ALLOC4",ALLOC4
2025-04-03 09:05:13,2025-04-03 09:19:29,IP Address,24.229.165.136,100,856,True,2025-04-03 09:19:30,R_1HeKtQSXvtStthq,,,,,40.595,-75.5289,anonymous,EN,Desktop or laptop,Yes,English,3.201,9.693,11.303,5,5,no penalty,A Little Blameworthy,41.409,48.199,49.977,4,0,no penalty,Neither,5.92,11.719,13.589,4,5,5% penalty,Moderately Praiseworthy,5.293,15.558,16.546,4,25,no penalty,Very Praiseworthy,4.393,10.22,11.624,4,0,no penalty,Neither,21.139,29.741,31.1,4,25,5% penalty,Very Blameworthy,17.55,24.801,26.029,5,50,no penalty,Moderately Praiseworthy,6.135,15.001,16.36,4,5,no penalty,Neither,36.897,47.175,48.681,4,25,3% penalty,Moderately Blameworthy,4.205,9.331,12.566,4,0,no penalty,Neither,62.381,67.242,68.646,4,25,no penalty,Neither,6.118,13.025,13.939,4,40,no penalty,Very Praiseworthy,18.11,30.093,31.8,4,10,no penalty,Neither,48.947,59.818,61.907,4,25,5% penalty,Very Blameworthy,4.04,9.984,11.797,4,10,no penalty,Neither,9.215,15.313,16.939,4,20,no penalty,Neither,4.14,9.995,11.433,4,25,no penalty,Neither,5.179,14.997,16.337,5,0,no penalty,A Little Blameworthy,2.686,8.701,10.252,4,30,5% penalty,Very Blameworthy,3.077,8.513,9.875,4,40,no penalty,Very Praiseworthy,5.255,16.373,18.888,4,25,no penalty,A Little Blameworthy,6.233,12.498,14.059,5,10,no penalty,Neither,Easy,Fairly confident,I think it isn't justified to penalize people.,No,Very good,Very good,Sometimes,Completely,Somewhat,Completely,Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Female,,Right-handed,White,58,Extremely Liberal,Extremely Liberal,None,,Not at all religious,Single,"High school graduate (high school diploma, or a legally-accepted equivalent)",Employed for wages full-time,"$0 - $20,000",It is VERY redundant.,56169e435c62cf000f822c76,23,"Start, ALLOC11, ALLOC2, ALLOC14, ALLOC19, ALLOC6, ALLOC6, Attention Check 1, ALLOC16, ALLOC20, ALLOC13, ALLOC12, ALLOC5, ALLOC1, ALLOC15, ALLOC4, Attention Check 2, ALLOC18, ALLOC10, ALLOC7, ALLOC8, ALLOC17, ALLOC9",ALLOC9
2025-04-03 09:04:50,2025-04-03 09:21:18,IP Address,76.34.5.158,100,987,True,2025-04-03 09:21:19,R_1rl5lGxB6NVjfHj,,,,,37.019,-86.4537,anonymous,EN,Desktop or laptop,Yes,English,7.179,15.662,16.385,5,5,no penalty,Very Praiseworthy,5.618,12.998,14.029,4,0,no penalty,Neither,6.769,13.085,14.145,4,5,5% penalty,Moderately Praiseworthy,4.724,10.986,12.084,5,20,no penalty,Moderately Praiseworthy,9.284,14.977,16.089,4,10,1% penalty,Neither,21.191,48.041,51.18,4,15,no penalty,Very Blameworthy,7.259,19.274,20.492,4,15,no penalty,Neither,7.833,18.888,22.139,5,5,no penalty,Very Praiseworthy,5.206,18.016,19.031,6,15,1% penalty,Very Blameworthy,3.576,11.563,13.134,4,10,no penalty,Very Blameworthy,3.824,11.055,12.265,4,10,no penalty,Moderately Praiseworthy,8.227,28.162,28.912,4,15,no penalty,Very Praiseworthy,4.455,13.53,14.801,4,10,1% penalty,Neither,8.488,16.851,18.249,6,15,5% penalty,Very Blameworthy,3.076,14.582,15.95,8,10,2% penalty,A Little Blameworthy,4.265,12.179,13.479,4,15,no penalty,A Little Praiseworthy,3.109,9.364,10.642,4,20,no penalty,A Little Praiseworthy,6.005,20.087,21.718,5,5,no penalty,Neither,4.316,9.732,10.749,4,25,1% penalty,Neither,9.108,18.986,20.294,4,20,no penalty,A Little Praiseworthy,5.78,19.176,19.868,7,20,2% penalty,A Little Blameworthy,9.995,18.613,20.011,4,20,no penalty,A Little Praiseworthy,Somewhat Difficult,Highly Confident,"The first thing I did was never give more than a 1/4 of the funds to one place. Just so I could send the funds to others as well. I didn't give them penalties if they declared a State of Emergency but did if they didn't  ",No,Very good,Slightly good,Very often,Very much,Slightly,Somewhat,Very much,Completely,Very much,Somewhat,Slightly,Very much,Very much,Somewhat,Somewhat,Very much,Somewhat,Very much,Male,,Right-handed,White,25,Slightly Conservative,Slightly Conservative,Christianity/Catholic,,Somewhat religious,Never married and not currently engaged,"High school graduate (high school diploma, or a legally-accepted equivalent)","Employed for wages part-time,Self-employed,Out of work, and looking for work","$40,001 - $60,000","No, everything went smooth and I was able to take this study with no problems at all.",670583c249355f8e6d0d6df8,23,"Start, ALLOC4, ALLOC12, ALLOC6, ALLOC10, ALLOC7, ALLOC1, Attention Check 1, ALLOC5, ALLOC8, ALLOC9, ALLOC18, ALLOC18, ALLOC13, ALLOC16, ALLOC14, Attention Check 2, ALLOC20, ALLOC2, ALLOC19, ALLOC11, ALLOC15, ALLOC17",ALLOC17
